text,event,severity,outlet,url,bias
"U.S. Customs and Border Protection says one of its agents returned fire at a person near the U.S.-Canada border in Pittsburg, New Hampshire, early Sunday morning. CBP Commissioner Rodney Scott confirmed that the agent struck the individual, who has not been identified. The person was taken to a nearby hospital, and their prognosis is unclear. 'The FBI Boston Field Office will be investigating the incident. CBP is cooperating fully with investigators. For more information, we refer you to the FBI,' Scott told WMUR. The FBI says the shooting took place at roughly 1 a.m. on Sunday and that their preliminary investigation indicates the person opened fire on the agent first.The FBI's Evidence Response Team arrived at the scene of the shooting shortly after the incident. The shooting came the same morning that a man was shot and killed after allegedly breaching the secure perimeter of President Donald Trump’s Mar-a-Lago estate in Palm Beach, Florida. The U.S. Secret Service said that incident occurred around 1:30 a.m. when the suspect made an 'unauthorized entry' through the north gate of the resort as another vehicle was exiting. The man has been identified as 21-year-old Austin Tucker Martin of North Carolina, Palm Beach County Sheriff Ric Bradshaw confirmed to Fox News. The suspect was observed carrying what appeared to be a shotgun and a fuel can. Agents and a deputy from the Palm Beach County Sheriff’s Office (PBSO) confronted him. 'They confronted a white male that was carrying a gas can and a shotgun. He was ordered to drop those two pieces of equipment that he had with him – at which time he put down the gas can, raised the shotgun to a shooting position,' Bradshaw told reporters. 'At that point in time, the deputy and the two Secret Service agents fired their weapons and neutralized the threat.' Bradshaw said the suspect did not exchange any words with law enforcement officers who instructed the man to 'drop the items.' The man was pronounced dead at the scene. No Secret Service or PBSO personnel were injured, and no Secret Service protectees were present at the location during the time of the incident, officials said.",Pittsburg,injured,FOX,https://www.foxnews.com/us/person-shoots-border-patrol-agent-who-returns-fire-new-hampshire-officials,right-leaning
"Video captured the moment ICE agents tried to take a father and his two sons into custody—leaving one man in the hospital, even though he's not in the country illegally. Family members said that the man was released from the hospital after he said he was tased in the face while being taken into federal custody. The only problem—he was born in Chicago.  Although his father is undocumented, they all ended up in ICE custody. Federal agents pulled out weapons around 9:30 Tuesday morning. They boxed in a landscaping truck just as a father and his two sons exited the 7-Eleven store at Ballard and Potter Roads in Des Plaines. Edgar Ruiz said he came out first and jumped in the passenger seat. His brother, Adrian, was second—yet when his father, Rigoberto Ruiz, left the store, surveillance showed ICE agents moved in. One agent was seen coming from the front of the truck and went to the passenger side, where Edgar sat. The truck was shown reversing as more agents moved in. That's when Edgar could be seen running across the busy road—ICE agents followed. The second brother, Adrian, ran down the block. Their father, who is undocumented and has lived in the United States for 30 years, did not run. 'In the past couple of weeks and months, we've seen the Latino community as a whole under attack, that means even if you're a U.S. citizen, you've got to carry your passport,' said Berto Aguayo, policy co-chair of the Latino Leadership Council. The two brothers are U.S. citizens. Edgar said that when the agent originally came to the passenger door, he tried holding the door closed, preventing him from opening it. He said at that time he and his family had no idea who was at the vehicle, and everyone was scared. When the agent tried opening the door, Edgar said he was tased in the face. That's when he told everyone in the truck to run for their lives. Despite being a U.S. citizen, he said they ran out of fear. Those are the concerns the Latino Leadership Council is worried about as 'Operation Midway Blitz' continues. 'The death xxx last week at the hands of ICE and the situation in Des Plaines, we must demand full accounts of what's happening in these incidents because they are too common and too frequent, and no one is above the law here in the U.S.,' Aguayo said. This is not about safety. This is an engineered crisis. Edgar said he was detained for about two hours in a facility in Lombard, Illinois. Once released, his family took him to get medical attention. The father remains in ICE custody. CBS News Chicago reached out to Homeland Security officials about what happened in Des Plaines, but have yet to hear back.",Des Plaines,lesslethal,CBS,https://www.cbsnews.com/chicago/news/u-s-citizen-tased-detained-during-ice-operation-des-plaines/,left-leaning
"CHICAGO — As encounters with federal immigration agents around Chicago increase, tactics used by activists and immigrant leaders to fight back are also escalating. The Trump administration has singled out Chicago as its latest mark for immigration enforcement, using traffic stops in immigrant-heavy areas and targeting day laborers outside hardware stores. 'We will not back down,' Homeland Security Secretary Kristi Noem posted Thursday on X, recirculating dramatic footage of arrests at a suburban Chicago home days earlier. Activists and local leaders are also defiant, trying to deter agents, warn residents and keep attention on a man killed by an immigration officer last week. As U.S. Immigration and Customs Enforcement launched a new operation this month, the focus appeared to be on traffic stops in largely immigrant and Latino neighborhoods and suburbs. This week, activists say arrests of day laborers are on the rise, echoing enforcement trends elsewhere. Federal agents were spotted at roughly half a dozen Home Depot and Menards stores in the Chicago area, resulting in individual arrests, according to activists.'Our neighbors who build, paint, fix and beautify this city have been the target of these unwarranted attacks,' said Miguel Alvelo Rivera with the Latino Union, which advocates for day laborers. He spoke Thursday near a Home Depot in the heavily Latino Brighton Park neighborhood where ICE agents were spotted a day earlier. In immigrant and activist circles, the arrests are commonly referred to as abductions because many agents wear masks, drive unmarked vehicles and don't have insignia on their clothes. Giselle Maldonado, 23, said two of her uncles — Gabriel Soto-Rivera, 40, and Eder Nicolas Jimenez Barrios, 37 — were detained Monday by ICE in Chicago as they were driving to work as HVAC technicians. She found out through social media videos. Maldonado said she immediately thought of Gabriel's two young children. 'Who's going to be there for them?' she said. 'They're babies.' Chicago's activists have quickly dispatched volunteers to sightings of immigration agents. They record video and gather information to notify families. Activists circulate the license plates of suspected ICE vehicles on social media and take part in disruptive demonstrations outside hotels where agents are believed to be staying. Bike patrols look out for agents, while some follow vehicles on foot and warn those in the vicinity. One neighborhood on Chicago's southwest side is making a lot of noise, literally. When word of increased enforcement in Chicago ramped up, Baltazar Enriquez started buying orange emergency whistles to warn others of nearby ICE agents. He said they are reliable even when technology fails. 'If they hear that sound, they immediately start closing their doors, locking their gates,' he said of neighbors. 'This has worked for us here. People are asking us, 'Can I get a whistle?'"". Arrests have been difficult to track. The Department of Homeland Security has offered details on a few dozen, while an Illinois congresswoman briefed by ICE this week said the number was 250. However, skepticism remains as some information circulated by ICE included out-of state-arrests. In at least two instances, U.S. citizens were taken into custody. Before dawn on Tuesday, federal agents, Noem and Gregory Bovino, a Border Patrol agent central to a Los Angeles operation, stormed a home in suburban Elgin. They blew open a door as helicopters hovered. Elected officials deemed it a stunt. DHS said five people were arrested. They were filmed for videos later posted to Noem's social media accounts. Joe Botello, who was born in Texas, told Chicago media outlets he was among the men kept in handcuffs until he showed identification. DHS confirmed he was in custody, but disputed the characterization as an arrest. 'No U.S. citizen was arrested, they were briefly held for their and officers' safety while the operation in the house was underway,' DHS said. Another man arrested at the home was ordered released without bond Thursday as his case continues, with Magistrate Judge Keri Holleb Hotaling noting Carlos Augusto Gonzalez-Leon 'has a criminal history of nothing.' In court records, federal officials said he was previously arrested and deported to Mexico at least three times between 2013 and 2022. His lawyer, Daniel Hesler, described Gonzalez-Leon as a hard worker who is providing for his family, including a wife in hospice care. In another suburb, a U.S. citizen was hit with a stun gun and briefly held by a federal agent outside a gas station. U.S.-born Edgar Ruiz was sitting in a vehicle in suburban Des Plaines on Tuesday with his brother and father when an unidentified agent approached, according to family attorney George Gomez. The agent had a weapon, which alarmed them. Ruiz ran and was hit repeatedly with a stun gun, Gomez said. He was released after being 'tied up' by agents. But his father, who doesn't have legal permission to stay in the U.S., was detained. The death of a Mexican man at the hands of ICE agents has drawn questions from the president of Mexico and many Illinois elected officials. Authorities say immigration agents were pursuing a man with a history of reckless driving who had entered the country illegally. They have said Silverio Villegas Gonzalez evaded arrest and dragged an officer with his vehicle. DHS said the officer fired because he feared for his life. Noem praised the unnamed officer as brave, referring to Gonzalez as 'a criminal illegal alien' who resisted arrest. Many in suburban Franklin Park doubt authorities' claims, remembering him at a vigil as a kind family man. Gonzalez, who worked as a cook, had dropped off one of his children at day care that morning. 'He took the time to talk to the teachers about anything going on in the classroom. He was easy to get a hold of. He was always very respectful to the staff,' said Mary Meier, director of the Small World Learning Center in Franklin Park. The 38-year-old was from the state of Michoacan in western Mexico, according to the Consulate General of Mexico in Chicago, which said it would 'closely monitor' the investigation.",Des Plaines,lesslethal,Washington Times,https://www.washingtontimes.com/news/2025/sep/18/chicago-immigration-arrests-spike-activists-escalate-tactics-fight/,right-leaning
"Video captured the moment ICE agents tried to take a father and his two sons into custody—leaving one man in the hospital, even though he's not in the country illegally. Family members said that the man was released from the hospital after he said he was tased in the face while being taken into federal custody. The only problem—he was born in Chicago.  Although his father is undocumented, they all ended up in ICE custody. Federal agents pulled out weapons around 9:30 Tuesday morning. They boxed in a landscaping truck just as a father and his two sons exited the 7-Eleven store at Ballard and Potter Roads in Des Plaines. Edgar Ruiz said he came out first and jumped in the passenger seat. His brother, Adrian, was second—yet when his father, Rigoberto Ruiz, left the store, surveillance showed ICE agents moved in. One agent was seen coming from the front of the truck and went to the passenger side, where Edgar sat. The truck was shown reversing as more agents moved in. That's when Edgar could be seen running across the busy road—ICE agents followed. The second brother, Adrian, ran down the block. Their father, who is undocumented and has lived in the United States for 30 years, did not run. 'In the past couple of weeks and months, we've seen the Latino community as a whole under attack, that means even if you're a U.S. citizen, you've got to carry your passport,' said Berto Aguayo, policy co-chair of the Latino Leadership Council. The two brothers are U.S. citizens. Edgar said that when the agent originally came to the passenger door, he tried holding the door closed, preventing him from opening it. He said at that time he and his family had no idea who was at the vehicle, and everyone was scared. When the agent tried opening the door, Edgar said he was tased in the face. That's when he told everyone in the truck to run for their lives. Despite being a U.S. citizen, he said they ran out of fear. Those are the concerns the Latino Leadership Council is worried about as 'Operation Midway Blitz' continues. 'The death xxx last week at the hands of ICE and the situation in Des Plaines, we must demand full accounts of what's happening in these incidents because they are too common and too frequent, and no one is above the law here in the U.S.,' Aguayo said. This is not about safety. This is an engineered crisis. Edgar said he was detained for about two hours in a facility in Lombard, Illinois. Once released, his family took him to get medical attention. The father remains in ICE custody. CBS News Chicago reached out to Homeland Security officials about what happened in Des Plaines, but have yet to hear back.",North Charleston,brandishing,CBS,https://www.cbsnews.com/chicago/news/u-s-citizen-tased-detained-during-ice-operation-des-plaines/,left-leaning
"A Ring camera captured the moment federal immigration officers pulled a gun on a man's partner during an unannounced raid at their home in South Carolina. Newsweek contacted Immigration and Customs Enforcement (ICE) for comment via email on Tuesday. Why It Matters The latest incident comes as the Trump administration moves forward with widespread arrests and deportations of illegal migrants as part of the White House's immigration crackdown. This case comes amid ongoing controversy over administration's immigration policies and increasing concerns about ICE's overreach. What To Know Several immigration officers arrived outside the home of Franklin Arce in North Charleston on July 30. In the video published by ABC News 4, the officers can be seen throwing Arce to the ground to arrest him. The man appears to be complying with orders and does not appear to resist the officers at any point. Seeing this happening outside, his partner Celeste Hernandez runs out the door towards Acre. One of the officers approaches Hernandez and shoves her back into the house, and points a gun at her while shouting profanities. ""Right when he jumped, got off the van, he put his hands up and that's when they all came out, pointed the guns at him and was speaking to him in a very violent way,"" Hernandez said about Acre's arrest. ""They just grabbed him by his shirt and pulled him down."" Acre's 16-year-old son Damian, who witnessed the incident, said: ""He dragged him, pushed my stepmother, and she was unarmed. There's no point of using force if they didn't have anything to be threatened with."" ""It was just scary, traumatizing,"" he said. Arce's family claim that the immigration officers never showed proof of a warrant and refused to give their names and badge numbers. In a recorded call to Hernandez from a detention center, Arce claimed: ""They didn't even have a warrant, that's why they took me to the truck, because they didn't even have a warrant."" ""It's not right with the way they treat us, our type of race,"" Hernandez told the outlet. ""It's a shame because we're no different."" Hernandez said that she did not know why her partner had been taken, as he has been actively working toward obtaining legal citizenship and has an upcoming court hearing set for December. Arce, who grew up in South Carolina, owns a North Charleston construction company. What People Are Saying. Franklin Arce's partner Celeste Hernandez said: ""Being deported, it's sad for him because he is just a hardworking person. He don't deserve that, he don't. But we're trying to be strong and fight for this because we all deserve justice."" Department of Homeland Security (DHS) Assistant Secretary Tricia McLaughlin previously told Newsweek: ""The Trump administration will not ignore the rule of law. Under President Trump and Secretary Noem, if you break the law, you will face the consequences. Criminal illegal aliens are not welcome in the U.S."" What Happens Next Hernandez told Live 5 News that Acre is currently being held in an ICE processing center in Georgia, but that she is working with lawyers to fight for his release.",North Charleston,brandishing,Newsweek,https://www.newsweek.com/ice-agent-pulls-gun-ring-camera-raid-immigration-2109247,right-leaning
"Video of the March 2025 fatal shooting of American citizen Ruben Ray Martinez obtained by CBS News appears to contradict claims by federal officials that Martinez was shot by an Immigration and Customs Enforcement agent because he 'accelerated' and 'intentionally ran over' another agent with his car. The killing of Martinez, who was 23 at the time, in South Padre Island, Texas, on March 15, 2025, was reported by local news outlets at the time. But it was not until February of this year, nearly 11 months later, that ICE confirmed one of its agents had fatally shot Martinez. In an internal report released by a nonprofit watchdog group last month, ICE said Martinez 'accelerated forward' and struck an agent during the March 2025 incident. The Department of Homeland Security claimed in a statement that an ICE agent had fired 'defensive shots' into Martinez's vehicle after Martinez 'intentionally ran over' another agent. But body camera video, which has not been previously reported, shows that Martinez's vehicle, a blue Ford Fusion, was stationary or going at a very low rate of speed when he was fatally shot. When gunshots are heard in the video, the brake lights of Martinez' vehicle appear to be on. After he's shot three times, Martinez is seen being pulled from his vehicle, thrown to the ground by an ICE agent, face down, and then handcuffed. Personnel on the scene are not seen in the video providing medical care until after he is handcuffed. The Texas Department of Public Safety investigated Martinez's fatal shooting, though a grand jury last month declined to return criminal indictments in the case. 'We stand by the grand jury's unanimous decision that found no criminality,' acting ICE director Todd Lyons told CBS News in a statement Saturday. 'This incident was investigated from every possible angle by an independent body, and it cleared our officer.' Lyons' statement went on: 'According to the investigative report done by the Texas Rangers which included analysis of multiple body cameras, footage shows Martinez 'holding a bottle of Crown Royal Whiskey' and 'rolling toward an officers location.' Officers yell 'where are you going' and 'stop him.' At this point, an officer directing traffic 'was directly in front of the Fusion' and 'only one-half a car length away.' Martinez 'rolled forward and made an immediate left turn.' The agent then 'appears to move as if he were on the vehicles hood.'' DHS' official version of events had already been previously called into question by somebody at the scene. Joshua Orta, Martinez's best friend and a passenger in the vehicle during the shooting, said in a draft declaration that his friend 'did not hit anyone' and that he was trying to comply with commands from officers. Orta died in a separate car crash last month, before he could sign that declaration. Texas DPS released dozens of records related to the investigation late Friday, including a video of an interview that members of the Texas Rangers conducted with Orta. During the police interview, Orta said he and Martinez had a few drinks earlier in the evening, and were driving from Whataburger to a friend's condo when they encountered an area with heavy police presence. At one point, a police officer told Martinez to stop the car, and he seemed to get 'jittery' and 'panicked,' according to Orta. He said that 'out of reaction' Martinez 'kind of pushed the gas,' but 'he didn't floor it, it was barely moving.' Orta said Martinez turned the wheel left and the car moved slightly. An officer 'got on the hood a little bit' after his feet may have gotten caught, though he said he didn't think Martinez hit the officer. After that, Orta heard an officer yell 'stop' and then heard gunshots. Asked why Martinez didn't stop the car, Orta said he thought Martinez was 'panicky' and 'didn't know what to do.' He suggested at one point that Martinez may have been nervous about an open container in the car. Orta also said at another point during the interview he was concerned that Martinez would get cited for driving while intoxicated. 'He definitely didn't want to go to jail, but as far as running over an officer and endangering, he wouldn't do that,' Orta told the two interrogators. In her first television interview since her son's death, Rachel Reyes told CBS News she has struggled to find 'closure' because she had not received any videos or reports about Martinez's killing nearly a year after. She called on investigators to be transparent and for federal officials to reform how immigration agents conduct their duties. 'I don't blame President Trump for the death of my son, 'cause he wasn't the one who pulled the trigger,' Reyes said, after noting she voted for Mr. Trump in 2024. 'But I do think that something needs to be changed in that department as far as the pattern of violence or abuse and impunity.' What happened in the body camera video? The newly obtained video in question stems from a body camera worn by a South Padre Island ??police officer. ICE has said the federal Homeland Security Investigations agents involved in Martinez's shooting were helping local police officers control traffic after a car accident. Nearly 21 minutes into the video, Martinez's vehicle is seen approaching an area with a heavy presence of local, state and federal law enforcement officers. Someone can be heard saying 'keep going.' Martinez's car is seen moving forward. The vehicle stops for a group of pedestrians. At one point, some officers appear to become concerned, with one yelling 'stop him' several times, followed by 'get him out.' The officers rush towards Martinez's vehicle, including the officer with a body camera. Moments later, three gunshots are heard. Before and during the moment those shots ring out, Martinez's vehicle appears to be moving very slowly, if at all, and the brake lights can be seen. The video showed the rear of Martinez's car when the shots were fired, so any activity near the driver was not visible when he was shot. After the ICE agent shot Martinez, the vehicle is seen moving slowly. One officer is heard saying 'stop the f—ing vehicle.' Then, the car comes to a complete stop. The occupants of the vehicle, Martinez and Orta, are directed to exit the vehicle. The video captures an ICE agent removing Martinez from the car and throwing him to the ground. Face down, he's later handcuffed. The officers who restrained him are not seen providing medical care immediately after he's removed from the vehicle. The video also shows Orta being taken into custody. At around minute 23, emergency responders are seen rendering care and checking Martinez's body for exit wounds. He was shot three times roughly two minutes earlier. In a statement, Charles M. Stam and Alex Stamm, the lawyers representing Reyes, said the footage raises further questions about the official account of the March 2025 shooting. 'These new videos confirm that Ruben's car was barely moving when he was shot. That he was braking, not accelerating. That nobody was on the hood of his car. That nobody was in front of his car when he was shot. That he was shot at point-blank range through his side window by an ICE agent who was in no danger,' Stam and Stamm said. The body camera also captured what appears to be an officer providing a preliminary briefing to the South Padre Island police chief at the scene about a half hour after the incident. In that exchange, the officer claims Martinez 'stepped on it' and was 'on top of the other agents in front' before being shot. He does not mention any officers being injured. Orta said he and Martinez went to South Padre Island to celebrate Martinez's birthday, saying they hung out with friends and had food and drinks the night of the shooting. A toxicology screen taken after Martinez's death detected alcohol and marijuana in his system. Asked about that screen in a recent interview, Stam, the family's lawyer, said Martinez 'was never stopped on suspicion of public intoxication or driving under the influence or anything of that nature.' 'It's important to bear in mind that when Ruben lost his life, his car was in park, and right after those three bullets came through the window and went into his chest from that ICE officer, Mr. Orta's statement, said that he said, 'I'm sorry, sir,' as his last words,' Stam added. 'This was not someone who posed a threat.' In the preliminary briefing caught on body camera footage, the South Padre Island officer alleges Martinez admitted to having alcohol in his vehicle. ",Ruben Ray Martinez,fatal,CBS,https://www.cbsnews.com/news/bodycam-video-ice-fatal-shooting-ruben-ray-martinez-texas/?utm_source=chatgpt.com,left-leaning
"A federal immigration agent shot and killed a US citizen in Texas in March 2025, months before the Trump administration began its deportation surge in Minnesota that led to the shooting deaths of Renee Good and Alex Pretti, according to records released this week. Ruben Ray Martinez, 23, was killed by agents with the Department of Homeland Security, attorneys for Martinez's family said in a statement. A DHS agent fired multiple rounds at Martinez, who allegedly hit another DHS agent with his car as the agents assisted local police in South Padre Island, Texas, with traffic control following an accident on March 15, 2025, according to records obtained by American Oversight, a nonprofit watchdog group. The agents were conducting immigration enforcement, the records show. Martinez's shooting appears to be the first known instance of a US citizen being killed during US President Donald Trump's crackdown on immigration. Federal agents conducting immigration enforcement shot at least five people in January alone, including Pretti and Good. Family lawyers call for investigation Martinez was trying to comply with instructions from local law enforcement when he was shot, Charles Stam and Alex Stamm, attorneys for Martinez's family, said in a statement. They called for a 'full and fair investigation.' 'Ruben's family has been pursuing transparency and accountability for nearly a year now and will continue to do so for as long as it takes,' Stam and Stamm said. The mounting death toll in Trump's intensifying immigration push has increased scrutiny on the crackdown, driving a backlash among lawmakers and the public. The Trump administration is dramatically ramping up immigration enforcement with $170 billion budgeted for immigration agencies through September 2029, a historic sum. Martinez, who was identified as a US citizen in the redacted records, was taken to a hospital in nearby Brownsville, Texas, where he was later pronounced dead. The agent who was hit with a car went to the hospital for a knee injury and was later released, according to the report. 'These records paint a deeply troubling picture of the violent methods used by ICE,' Chioma Chukwu, the executive director of American Oversight, said in a statement. 'In just the first months of this administration, ICE's own data shows a dramatic spike of nearly 400 percent in use-of-force incidents — with people hospitalized, bystanders swept up in operations, and even the death of a U.S. citizen.' A DHS spokesperson said in a statement that Martinez 'intentionally ran over' an agent with DHS' Homeland Security Investigations and another agent 'fired defensive shots.' The nearly year-old incident is under investigation by the Texas Department of Public Safety Ranger Division, a DHS spokesperson said. A spokesperson with Texas DPS did not immediately respond to a request for comment.",Ruben Ray Martinez,fatal,NY Post,https://nypost.com/2026/02/21/us-news/dhs-agent-fatally-shot-us-citizen-in-march-2025-per-records/,right-leaning
"Immigration enforcement officials have arrested nearly 550 people as part of the Trump administration's crackdown on illegal immigration in the Chicago area, which began less than two weeks ago, a top Department of Homeland Security official told CBS News. 'Operation Midway Blitz in honor of Katie Abraham has resulted in almost 550 arrests. Every arrest is a testament to DHS and its law enforcement's dedication to enforcing the laws of our nation. We will not be deterred by sanctuary politicians or violent rioters,' DHS Assistant Secretary for Public Affairs Tricia McLaughlin said. Marcos Charles, the acting head of ICE's Enforcement and Removal Operations, earlier told the Associated Press that more than 400 people had been arrested so far during 'Operation Midway Blitz.' The arrest number, which has not been widely reported, offers an early gauge of what is shaping up as a major enforcement effort that comes after similar operations were launched in Los Angeles and Washington, D.C. When asked whether he thought that amount of arrests at this point in the operation was positive, Charles said 400 is a 'solid number,' adding that the figure includes arrests made by other federal agencies besides ICE who are assisting in the campaign. 'We're going to be conducting this operation until we feel that we've been successful,' he said. 'There's not an end date in sight.' ICE launched its Chicago area operation dubbed 'Midway Blitz' on Sept. 8, drawing concern from activists and immigrant communities who say there's been a noticeable uptick in immigration enforcement agents. That has deepened dread in communities already fearful of the large-scale arrests or aggressive tactics used in other cities targeted by President Trump's hardline immigration policies. The operation has brought allegations of excessive force and heavy-handed dragnets that have ensnared U.S. citizens, while gratifying Trump supporters who say he is delivering on a promise of mass deportations. The Trump administration has promised to send an influx of immigration agents and National Guard troops to Chicago, over the fierce objections of local leaders and residents. A military deployment to Chicago has yet to materialize even as immigration enforcement operations continue. Officials and activists in the Chicago area opposed to the enforcement surge argue the approach is dangerous and imprecise, pointing to accounts of two U.S. citizens who were briefly detained this week by federal officers focused on immigration enforcement. Advocates also have protested the death of a man shot by an ICE officer on Sept. 12 after authorities said he tried to flee during a traffic stop, dragging the officer. Charles said roughly 50% to 60% of the Chicago operation arrests were targeted arrests, meaning they were specific people that ICE was trying to find because they had committed a crime, had a final order of removal or had done something that put them on ICE's radar. The rest were what's often referred to as 'collateral arrests,' meaning people that ICE comes across during their operations who aren't the person they're looking for but are in the country illegally, so ICE can arrest them. Collateral arrests were not allowed during the Biden administration but the Trump administration threw out those restrictions almost immediately after coming into office as part of Mr. Trump's efforts to beef up deportations. 'It doesn't mean that the collateral arrests are non-criminal. Some of our collateral arrests ... also have criminal convictions and arrests. They just weren't the people we were looking for at the time,' said Charles. The Department of Homeland Security launched 'Midway Blitz' after months of Trump administration criticism of Chicago and Illinois over state and local policies that restrict law enforcement cooperation with ICE. ICE says these policies mean that immigrants who've committed crimes in the U.S. and can be deported as a result are instead released into the community. ICE says it then has to go out into the community and track them down to remove them. Many local officials and activists have said that immigration enforcement is a federal responsibility and that if they cooperate with ICE, it makes it less likely that immigrants who are victims or witnesses to crime will come forward to work with police.",Broadview,lesslethal,CBS,https://www.cbsnews.com/chicago/news/400-ice-arrests-chicago-operation-midway-blitz/,left-leaning
"A protest against an Immigration and Customs Enforcement (ICE) facility in suburban Chicago Friday turned into a full blown melee engulfed in clouds of tear gas as pepper balls and rubber bullets were fired to clear its entrance. One of the protesters, Democratic congressional candidate Kat Abughazaleh, found herself on the pavement after law enforcement pushed her back from an apparent attempt to block a federal vehicle leaving the facility. The demonstration took place at the Broadview ICE facility about 12 miles west of downtown Chicago. It quickly devolved into a battle with federal agents in tactical gear when a gate opened and a white SUV tried to exit the facility. Also in the protest crowd estimated at some 100 demonstrators was Evanston, Illinois, Mayor Daniel Biss, who later accused ICE of intimidation of 'peaceful' protesters. However, video appears to show a different story as a man dressed in a Captain America shield charged agents and threw tear gas back at them. A protest against an Immigration and Customs Enforcement (ICE) facility in suburban Chicago Friday turned into a full blown melee engulfed in clouds of tear gas as pepper balls and rubber bullets were fired to clear its entrance. One of the protesters, Democratic congressional candidate Kat Abughazaleh, found herself on the pavement after law enforcement pushed her back from an apparent attempt to block a federal vehicle leaving the facility. The demonstration took place at the Broadview ICE facility about 12 miles west of downtown Chicago. It quickly devolved into a battle with federal agents in tactical gear when a gate opened and a white SUV tried to exit the facility. Also in the protest crowd estimated at some 100 demonstrators was Evanston, Illinois, Mayor Daniel Biss, who later accused ICE of intimidation of 'peaceful' protesters. However, video appears to show a different story as a man dressed in a Captain America shield charged agents and threw tear gas back at them. At least three people were arrested and the tires of a federal vehicle were slashed, according to one report. After the gate was cleared of demonstrators, protesters who remained screamed profane insults at the officers who remained guarding the facility. 'Was paying off your student loans worth it, motherfuckers?' one screamed. 'I hope your children are crying,' yelled another. 'I hope your children are crying, you assholes.' 'Shit, fucking Nazi prick,' someone screamed. 'Go heil your Hitler,' another shouted. At the end of the confrontation, as agents stepped back behind the facility's closing gate, protesters' insults devolved into a cacophony of raging f-bombs screamed at the top of their lungs. Immigration enforcement officials have reportedly arrested nearly 550 people as part of the Trump administration's crackdown on illegal immigration called 'Operation Midway Blitz' which began two weeks ago. 'Every arrest is a testament to DHS and its law enforcement's dedication to enforcing the laws of our nation,' DHS Assistant Secretary for Public Affairs Tricia McLaughlin told CBS News. 'We will not be deterred by sanctuary politicians or violent rioters.'",Broadview,lesslethal,Breitbart,https://www.breitbart.com/immigration/2025/09/20/watch-agents-and-protesters-rumble-at-chicago-ice-protest/,right-leaning
"Federal agents threw a tear gas canister at people on a busy street in the Logan Square neighborhood on Friday outside a grocery store and near an elementary school. Cell phone video shows what appears to be uniformed federal immigration agents throwing a tear gas canister from their SUV just before noon near the Rico Fresh supermarket in Logan Square. A person on a scooter was stopped in front of the SUV at the time. Surveillance video showing an overhead view of what happened shows the street filling with tear gas clouds and people starting to disperse. 'I felt tear gas immediately hit my eyes and nose,' witness Albany Rodriguez said. Rodriguez works nearby and recorded video of the incident. 'I just think these tactics are disgusting and they're inhumane,' she said. After throwing the tear gas canister, the agents left the scene. Neighbors were outraged that the incident happened in front of Funston Elementary School. Volunteers arrived at the school ahead of dismissal to make sure kids got home safely. 'There was a call put out to help protect kids as they try to walk home and not have to deal with this violence,' volunteer Tania Kadakia said. 'I can't believe this is the United States of America.' Fellow volunteer Kari Solberg said she witnessed the incident, and was a victim of the tear gas. 'I don't know if it was tear gas or smoke bombs or what the proper terminology is, but those went off, and as soon as it hit my face and hit my eyes, I knew that I couldn't be out in it, so I just ran back and got in my car,' she said. 'I don't feel safe. I feel sad for my neighbors. I feel anxious about the future.' In a letter to parents, Funston principal Sarah Trevino-Terronez said, while the incident didn't happen on school grounds, the school held recess indoors for the remainder of the day as a precaution. 'Our school operations were not otherwise impacted, and all of our students and staff members are safe,' she wrote. 'I want to emphasize that school is the best and safest place for our students. Our staff is well-versed in the proper protocols for keeping our students and school community safe in case federal law enforcement representatives attempt to enter school property or interact with students or staff.' Mayor Brandon Johnson condemned the agents' actions in a statement posted on social media. 'ICE's abusive tactics have no place in our city, and our elected officials will continue to stand with residents against this attempt to stoke fear and intimidation,' he wrote.  CBS News Chicago legal analyst Irv Miller said someone should file a police report about the incident with the Chicago Police Department. Miller said, while the agent's actions might be justified if he was in fear for his safety when he threw the tear gas canister, if not he could potentially face criminal charges. 'The problem is, we don't know what was happening to him at the moment he did that. Was he in fear of his own safety at the time and had to do it, or was he just seeing this motorcycle in front of him that wouldn't move, and he just decided to throw it for no apparent reason?' Miller said. 'One, it's a violation of law if he didn't have a legitimate reason – being in fear of his own safety – but the other is you can't do it for no reason. You're committing an assault.' Miller said he expects anyone who might have been affected by the tear gas, or parents of children at the nearby school might seek to file a police report over the incident.",Funston Elementary,lesslethal,CBS,https://www.cbsnews.com/chicago/news/federal-immigration-agent-throws-tear-gas-canister-logan-square-street/,left-leaning
